"","actbillscc1","actbillscc10","actbillscc11","actbillscc2","actbillscc3","actbillscc4","actbillscc5","actbillscc6","actbillscc7","actbillscc8","actbillscc9","age","age_grp","billscc","brrise","desavebcs1","desavebcs2","desavebcs3","desavebcs4","desavebcs5","desavebcs6","dfihhyr","dfihhyrchg","fihhyr2","fisc_impact1","fisc_impact2","fisc_impact3","fisc_impact4","fisc_impact5","fisc_impact6","fisc_impact7","fisc_impact8","fisc_likact1","fisc_likact2","fisc_likact3","fisc_likact4","fisc_likact5","fisc_likact6","fisc11_act1","fisc11_act2","fisc11_act3","fisc11_act4","fisc11_act5","fisc11_act6","fisc11_conc1","fisc11_conc2","fisc11_conc3","fisc11_conc4","fisc11_conc5","fisc11_conc6","fisc11_conc7","fisc11_conc8","forebeareffsec","forebeareffunsec","forebearsec1","forebearsec2","forebearsec3","forebearsec4","forebearsec5","forebearsec6","forebearsec7","forebearsec8","forebearunsec1","forebearunsec2","forebearunsec3","forebearunsec4","forebearunsec5","hscntcr1","hscntcr2","hscrchg","hsval","huresp","intmg","jbstat","mastat","mg1tot","nvesttot","pubsecty","region","saveamount","savebcs1","savebcs10","savebcs11","savebcs12","savebcs13","savebcs2","savebcs3","savebcs4","savebcs5","savebcs6","savebcs7","savebcs8","savebcs9","savingch","sex","soc","subsid","tenure","uncert","uncertch","us","usa","usb","usc","usd","use","usg","ush","usi","usj","ustot","weight","xphpdf","xphsdf","xpmg","xpus"
"495","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",55,"55 - 64","keeping up without much difficulty",NA,"no","no","no","no","no","yes","£2,000-£2,999","down <£50","£75,000-£99,999","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no",NA,NA,NA,NA,NA,NA,"no","no","no","no","no","no","no","yes","I would be up to date with my mortgage payments, but it would be a struggle",NA,"yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","the same","£500,000-£599,999","yes","fixed","in paid employ","marrried or couple","£190,000-£209,999","£12,500 - £14,999","yes","South West","£1,000-£1,499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Decrease by £200-£299 a month","Female","B",21372548,"Owned mortgage","good idea","no change","yes","yes","yes","no","no","no","no","no","no","no","£3,500-£3,999",1.00418726,"no","no","£600-£649","£220-£239"
"496","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",64,"55 - 64","keeping up without much difficulty",NA,NA,NA,NA,NA,NA,NA,"£800-£899","no change","£13,500-£15,499","no","no","no","no","no","yes","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no","yes","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","not applicable","not applicable","not applicable","not applicable","long-term sick/disab","marrried or couple","not applicable","None","no","North West","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Don’t plan to change my monthly savings","Male","E",21377092,"Local authority rented","good idea","no change","no","no","no","no","no","no","no","no","no","no","not applicable",0.870496258,"not applicable","no","not applicable","not applicable"
"497","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",49,"45 - 54","keeping up without much difficulty",NA,NA,NA,NA,NA,NA,NA,"£300-£399","no change","£25,000-£29,999","yes","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no",NA,NA,"no","no","no","no","no","no","no","yes",NA,NA,NA,NA,NA,"no","no","the same","£75,000-£99,999","yes","fixed","something else","marrried or couple","£130,000-£149,999","£5,000 - £5,999","don't know","North West","£100-£149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"don't know","Female","D",21380532,"Owned mortgage","vague idea","no change","no","no","no","no","no","no","no","no","no","no","not applicable",0.861126091,"not applicable","no","£400-£449","not applicable"
"498","no","no","no","no","no","no","no","yes","no","no","no",34,"25 - 34","keeping up, constant struggle",NA,NA,NA,NA,NA,NA,NA,"£500-£599","down £50-£100","£75,000-£99,999","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no",NA,NA,NA,NA,NA,NA,"no","yes","no","no","yes","no","no","no",NA,NA,"no","no","no","no","no","no","no","yes","no","no","no","no","yes","yes","no","don't know","£300,000-£349,999","yes","fixed","in paid employ","marrried or couple","£230,000-£249,999","£2,000 - £2,999","yes","South West","£450-£499","no","yes","yes","yes","no","yes","no","no","no","no","no","no","no","Increase by less than £50 a month","Male","A",21381835,"Owned mortgage","vague idea","no change","yes","yes","yes","yes","no","no","no","yes","no","yes",">=£30,000",1.11560832,"heavy","no","don't know",">=£500"
"499","no","no","no","no","no","no","no","no","yes","no","no",69,"65+","keeping up, struggle from time to time","£0-49",NA,NA,NA,NA,NA,NA,"don't know","down <£50","£40,000-£49,999","no","no","yes","yes","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","yes","yes","yes","no","no","no",NA,"don't know","no","no","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","harder","£300,000-£349,999","yes","base rate tracker","in paid employ","marrried or couple","<£10,000","£15,000 - £17,499","no","South East","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Don’t plan to change my monthly savings","Female","C1",21384652,"Owned mortgage","vague idea","less certain","yes","no","yes","yes","yes","no","no","no","no","yes","£500-£999",0.948349475,"heavy","yes","<£100",">=£500"
"500","no","no","no","no","no","no","no","yes","no","no","no",33,"25 - 34","keeping up, constant struggle",NA,NA,NA,NA,NA,NA,NA,"<=199","down <£50","£11,500-£13,499","no","no","no","yes","yes","no","no","no","don't know","don't know","don't know","don't know","don't know","don't know","refused","refused","refused","refused","refused","refused","no","no","yes","no","no","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"don't know","no","not applicable","not applicable","no","not applicable","unemployed","never married","not applicable","None","no","West Midlands","£25-£49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"don't know","Male","D",21386999,"Owned outright","don't know","less certain","no","no","no","no","no","no","no","no","no","no","not applicable",0.908407832,"not applicable","no","not applicable","not applicable"
"501","no","no","no","no","no","no","no","no","no","no","yes",18,"18 - 24","keeping up, struggle from time to time",NA,NA,NA,NA,NA,NA,NA,"£800-£899","no change","£25,000-£29,999","no","yes","no","no","no","no","no","no",NA,NA,NA,NA,NA,NA,"no","no","yes","no","no","no","no","no","no","no","no","no","yes","no",NA,NA,"no","no","no","no","no","no","no","yes",NA,NA,NA,NA,NA,"no","yes","not applicable","£75,000-£99,999","yes","don't know","FT student","never married","don't know","don't know","don't know","Wales","none","no","no","yes","no","no","no","no","no","no","no","no","yes","no","Increase by less than £50 a month","Female","C2",21389214,"Owned mortgage","vague idea","no change","no","no","no","no","no","no","no","no","no","no","not applicable",0.957261576,"not applicable","no","£400-£449","not applicable"
"502","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",41,"35 - 44","keeping up without much difficulty",NA,NA,NA,NA,NA,NA,NA,"<=199","no change","£13,500-£15,499","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no","no",NA,"I would be up to date with my loan payments, but it would be a struggle",NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","yes","no","no","no","not applicable",NA,"yes","not applicable","retired","never married","not applicable","£9,000 - £9,999","no","Scotland","<=25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Don’t plan to change my monthly savings","Male","A",21389919,"Owned outright","good idea","less certain","yes","no","no","no","no","no","no","no","yes","no","£5,500-£5,999",1.23418259,"somewhat","no","not applicable","<£10"
"503","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",59,"55 - 64","keeping up without much difficulty",NA,NA,NA,NA,NA,NA,NA,"£1,200-£1,399","down >£100","£50,000-£74,999","no","no","no","no","no","yes","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no","yes","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","not applicable",NA,"yes","not applicable","in paid employ","marrried or couple","not applicable","£75,000 - £99,999","yes","South East","£250-£299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Don’t plan to change my monthly savings","Male","A",21393840,"Owned outright","good idea","less certain","no","no","no","no","no","no","no","no","no","no","not applicable",1.13628507,"not applicable","no","not applicable","not applicable"
"504","no","no","no","no","no","yes","no","no","no","no","no",51,"45 - 54","have financial problems, fallen behind with many",NA,NA,NA,NA,NA,NA,NA,"<=199","down >£100","don't know","no","no","no","yes","no","no","no","no","don't know","don't know","don't know","don't know","don't know","don't know","no","no","no","yes","no","no","no","yes","no","yes","yes","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"refused","refused","refused","refused","refused","yes","no","harder","not applicable","not applicable","not applicable","in paid employ","marrried or couple","not applicable","None","no","South West","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"don't know","Female","D",21395075,"Local authority rented","vague idea","less certain","yes","no","no","yes","yes","no","no","yes","no","no","£8,500-£8,999",0.941773678,"heavy","yes","not applicable","£100-£119"
"505","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",58,"55 - 64","keeping up without much difficulty","£50-99",NA,NA,NA,NA,NA,NA,"£300-£399","down >£100","£25,000-£29,999","no","no","no","no","no","yes","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","no","yes","no","no",NA,NA,"no","no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","the same","£275,000-£299,999","yes","standard variable rate (SVR)","in paid employ","marrried or couple","£30,000-£39,999","£4,000 - £4,999","no","South West","none","no","no","yes","no","no","no","no","no","no","no","no","no","no","Increase by less than £50 a month","Female","D",21395966,"Owned mortgage","good idea","no change","yes","no","no","yes","no","no","no","no","no","no","£1,500-£1,999",0.798506073,"no","no","£650-£699","£180-£199"
"506","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",64,"55 - 64","keeping up without much difficulty",NA,"yes","no","no","no","yes","no","£200-£299","down <£50","£15,500-£17,499","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","yes","yes","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","yes","no","no","not applicable","not applicable","no","not applicable","in paid employ","marrried or couple","not applicable","refused","no","South West","£25-£49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Decrease by £100-£149 a month","Female","C1",21397660,"Owned outright","vague idea","less certain","yes","no","no","yes","yes","no","no","no","no","yes","£500-£999",0.805657644,"no","no","not applicable","£100-£119"
"507","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",22,"18 - 24","keeping up without much difficulty",NA,NA,NA,NA,NA,NA,NA,"£300-£399","up <£50","£40,000-£49,999","no","no","no","no","yes","no","no","no",NA,NA,NA,NA,NA,NA,"no","no","no","no","yes","no","no","no","no","no","no","no","yes","no",NA,NA,"Dont know","Dont know","Dont know","Dont know","Dont know","Dont know","Dont know","Dont know",NA,NA,NA,NA,NA,"no","no","harder","£250,000-£274,999","yes","fixed","in paid employ","never married","£130,000-£149,999","£35,000 - £39,999","no","North West","£100-£149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Don’t plan to change my monthly savings","Female","B",21400696,"Owned mortgage","vague idea","don't know","no","no","no","no","no","no","no","no","no","no","not applicable",1.00048249,"not applicable","no","don't know","not applicable"
"508","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",24,"18 - 24","keeping up without much difficulty",NA,"no","no","yes","no","no","no","£300-£399","down <£50","£50,000-£74,999","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no",NA,NA,NA,NA,NA,NA,"no","no","yes","no","no","no","no","no","I would be up to date with my mortgage payments, without much struggle.","I would be up to date with my loan payments, without much struggle.","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","easier","£500,000-£599,999","yes","fixed","in paid employ","never married","£100,000-£109,999","£2,000 - £2,999","no","South East","£350-£399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Decrease by £300 or more a month","Male","B",21405934,"Owned mortgage","vague idea","no change","yes","no","no","yes","no","no","no","no","no","no","£4,500-£4,999",1.12457956,"somewhat","yes","£450-£499","£70-£79"
"509","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",54,"45 - 54","keeping up without much difficulty",NA,NA,NA,NA,NA,NA,NA,">=£5,000","up £50-£100","£75,000-£99,999","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","yes","yes","no","yes","no","no","no",NA,"I would be behind on my loan payments",NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","yes","no","yes","no","easier","not applicable","not applicable","not applicable","self employed","marrried or couple","not applicable","£1,000 - £1,999","no","East Anglia","£500-£599","no","no","yes","no","no","no","no","no","no","no","no","yes","yes","Increase by £300 or more a month","Female","B",21407274,"Local authority rented","good idea","more certain","yes","no","yes","yes","no","no","no","yes","no","no","£4,500-£4,999",1.10312059,"no","no","not applicable","£160-£179"
"510","no","no","no","no","no","no","no","yes","yes","no","no",60,"55 - 64","keeping up, constant struggle",NA,"no","no","no","no","yes","no","£500-£599","down <£50","£30,000-£39,999","no","no","yes","yes","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","yes","yes","no","the same",NA,"yes","not applicable","retired","marrried or couple","not applicable","£3,000 - £3,999","no","North","£200-£249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Decrease by £50-£99 a month","Male","C2",21408233,"Owned outright","no idea","more certain","yes","no","no","yes","yes","no","no","no","no","no","£1,500-£1,999",0.904182838,"no","no","not applicable","£100-£119"
"511","no","no","no","no","no","no","no","yes","no","no","no",41,"35 - 44","keeping up, constant struggle",NA,NA,NA,NA,NA,NA,NA,"£200-£299","down >£100","£15,500-£17,499","no","no","no","no","no","no","no","yes","don't know","don't know","don't know","don't know","don't know","don't know","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","yes","no","no","the same","not applicable","not applicable","not applicable","long-term sick/disab","never married","not applicable","<£500","no","East Midlands","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"don't know","Female","E",21410435,"Local authority rented","no idea","less certain","yes","no","yes","no","yes","no","no","no","no","yes","£3,500-£3,999",0.871330981,"heavy","don't know","not applicable","£240-£259"
"512","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",27,"25 - 34","keeping up without much difficulty",NA,NA,NA,NA,NA,NA,NA,"£1,000-£1,199","up >£100","£50,000-£74,999","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no",NA,NA,NA,NA,NA,NA,"no","no","no","no","yes","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no","yes","yes","don't know","don't know","not applicable","not applicable","not applicable","in paid employ","marrried or couple","not applicable","refused","no","Greater London","£900-£999","no","yes","no","no","no","no","no","yes","no","no","no","yes","no","Increase by £300 or more a month","Male","B",21426836,"Private rented","vague idea","no change","yes","no","no","yes","no","no","no","no","no","no","<£200",1.41197234,"no","no","not applicable","<£10"
